value,valueLabel,valueDescription,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q15253558,activist,"person working with promoting or impeding, or causing social, political, economic, or environmental change",1943,http://www.wikidata.org/entity/Q1775,Brownie Mary
http://www.wikidata.org/entity/Q41583,coach,"person involved in directing, instructing and training sportspeople",1929,http://www.wikidata.org/entity/Q3378,Steffen Wöller
http://www.wikidata.org/entity/Q1114448,cartoonist,visual artist who makes cartoons,1918,http://www.wikidata.org/entity/Q12082,Antonio Arias Bernal
http://www.wikidata.org/entity/Q476246,sailor,person who participates in the sport of sailing,1918,http://www.wikidata.org/entity/Q4866,Chris Hooijkaas
http://www.wikidata.org/entity/Q2462658,manager,"person whose job is to manage something, such as a business, a restaurant, or a sports team",1917,http://www.wikidata.org/entity/Q3101,Patrick Ricard
http://www.wikidata.org/entity/Q846750,jockey,someone who rides horses in horse racing or steeplechase racing,1911,http://www.wikidata.org/entity/Q28824,Eddie Arcaro
http://www.wikidata.org/entity/Q13382608,cross-country skier,sportsperson taking part in cross-country skiing competitions,1896,http://www.wikidata.org/entity/Q4783,Ella Gjømle
http://www.wikidata.org/entity/Q733786,monk,religious occupation,1892,http://www.wikidata.org/entity/Q4267,Adémar de Chabannes
http://www.wikidata.org/entity/Q212238,civil servant,person employed for a government department or agency,1886,http://www.wikidata.org/entity/Q2516,Helmut Schmidt
http://www.wikidata.org/entity/Q11569986,printmaker,person who etches or engraves to produce prints,1852,http://www.wikidata.org/entity/Q5432,Francisco de Goya
http://www.wikidata.org/entity/Q3357567,fashion model,modelling profession,1813,http://www.wikidata.org/entity/Q29420,Rika Imai
http://www.wikidata.org/entity/Q11481802,dub actor,actor specialized in voice dubbing,1788,http://www.wikidata.org/entity/Q2737,Louis de Funès
http://www.wikidata.org/entity/Q13382519,table tennis player,sportsperson taking part in table tennis competitions,1738,http://www.wikidata.org/entity/Q4931,Wang Tao
http://www.wikidata.org/entity/Q16271064,herpetologist,person studying reptiles or amphibians,1726,http://www.wikidata.org/entity/Q31591,Henri Émile Sauvage
http://www.wikidata.org/entity/Q2919046,biochemist,scientist specialized in biochemistry,1697,http://www.wikidata.org/entity/Q529,Louis Pasteur
http://www.wikidata.org/entity/Q1925963,graphic artist,artist who makes lines on paper through various print techniques,1693,http://www.wikidata.org/entity/Q7824,Annibale Carracci
http://www.wikidata.org/entity/Q3501317,fashion designer,profession,1685,http://www.wikidata.org/entity/Q19810,Victoria Beckham
http://www.wikidata.org/entity/Q4439155,long-distance runner,Person who runs for distances longer than 3000 metres,1676,http://www.wikidata.org/entity/Q1669,Abdalaati Iguider
http://www.wikidata.org/entity/Q6430706,critic,professional who makes a living communicating their opinions and assessments of various forms of creative work,1673,http://www.wikidata.org/entity/Q501,Charles Baudelaire
http://www.wikidata.org/entity/Q2664701,jurist-consultant,person and a profession who is advising on legal matters,1659,http://www.wikidata.org/entity/Q11665,José Ramos-Horta
http://www.wikidata.org/entity/Q2468727,classical scholar,"person who studies classics, the culture of (mainly) Ancient Greece and Ancient Rome",1645,http://www.wikidata.org/entity/Q5585,Giovanni Giocondo
http://www.wikidata.org/entity/Q2727289,rikishi,professional sumo wrestler,1640,http://www.wikidata.org/entity/Q41152,Akebono Tarō
http://www.wikidata.org/entity/Q854997,bhikkhu,male monk,1630,http://www.wikidata.org/entity/Q9441,Gautama Buddha
http://www.wikidata.org/entity/Q3303330,calligrapher,artist who write phrases or texts according to the art of calligraphy,1620,http://www.wikidata.org/entity/Q7071,Li Bai
http://www.wikidata.org/entity/Q674426,curator,content specialist charged with an institution's collections and involved with the interpretation of heritage material,1615,http://www.wikidata.org/entity/Q5354,Ernst Mayr
http://www.wikidata.org/entity/Q18805,naturalist,"person who studies and knows a lot about plants animals and natural history (esp in the field); person who writes, paints, etc. in the style of naturalism (in art and literature);",1602,http://www.wikidata.org/entity/Q1035,Charles Darwin
http://www.wikidata.org/entity/Q13570226,literary historian,humanist who is engaged in history of literature,1569,http://www.wikidata.org/entity/Q38573,Walter Jens
http://www.wikidata.org/entity/Q974144,educator,"occupation which teaches others knowledge, skills, and habits",1568,http://www.wikidata.org/entity/Q5208,Huang Xianfan
http://www.wikidata.org/entity/Q10669499,navy officer,officer of a navy,1565,http://www.wikidata.org/entity/Q10390,John McCain
http://www.wikidata.org/entity/Q9149093,mountaineer,person who climbs mountains,1538,http://www.wikidata.org/entity/Q12974,Albert I
http://www.wikidata.org/entity/Q16947657,lithographer,person who primarily uses lithography for making prints,1534,http://www.wikidata.org/entity/Q5432,Francisco de Goya
http://www.wikidata.org/entity/Q17167049,literary scholar,specialist in study of literature,1530,http://www.wikidata.org/entity/Q6701,Jacob Grimm
http://www.wikidata.org/entity/Q2640827,gynaecologist,physician who specialized in gynecology,1526,http://www.wikidata.org/entity/Q12929,Ferdinand Peeters
http://www.wikidata.org/entity/Q17351861,Gaelic football player,physician who specialized in gynecology,1525,http://www.wikidata.org/entity/Q25065,John Kerins
http://www.wikidata.org/entity/Q128124,audio engineer,"technician who operates recording, mixing, sound reproduction equipment",1518,http://www.wikidata.org/entity/Q8651,Douglas Shearer
http://www.wikidata.org/entity/Q955464,parson,profession,1506,http://www.wikidata.org/entity/Q29043,Friedrich Glück
http://www.wikidata.org/entity/Q18437198,bridge player,person who plays contract bridge (a well-known card game),1494,http://www.wikidata.org/entity/Q5284,Bill Gates
http://www.wikidata.org/entity/Q105186,pharmacist,healthcare professional who practices in pharmacy,1486,http://www.wikidata.org/entity/Q7445,Lucy Everest Boole
http://www.wikidata.org/entity/Q9017214,karateka,sportsperson,1475,http://www.wikidata.org/entity/Q2673,Chuck Norris
http://www.wikidata.org/entity/Q13382460,marathon runner,sportsperson taking part in a marathon,1474,http://www.wikidata.org/entity/Q1671,Mo Farah
http://www.wikidata.org/entity/Q844586,gentry,"well-born, genteel and well-bred people",1473,http://www.wikidata.org/entity/Q4272132,Lü Zuqian
http://www.wikidata.org/entity/Q1076502,choir director,person who directs a choir,1471,http://www.wikidata.org/entity/Q3036,Mack Wilberg
http://www.wikidata.org/entity/Q12330954,owarai tarento,Japanese comedian,1468,http://www.wikidata.org/entity/Q26372,Takeshi Kitano
http://www.wikidata.org/entity/Q4220892,film critic,"journalist, who is dealing with films",1451,http://www.wikidata.org/entity/Q1488,Robert Brasillach
http://www.wikidata.org/entity/Q1397808,resistance fighter,occupation,1420,http://www.wikidata.org/entity/Q4813,Lady Ann Cunningham
http://www.wikidata.org/entity/Q2986228,sports commentator,sports broadcaster who comments a live event,1414,http://www.wikidata.org/entity/Q9486,Graham Taylor
http://www.wikidata.org/entity/Q6168364,jazz guitarist,sports broadcaster who comments a live event,1411,http://www.wikidata.org/entity/Q13132,Erik Mongrain
http://www.wikidata.org/entity/Q484876,chief executive officer,highest-ranking corporate officer or administrator,1403,http://www.wikidata.org/entity/Q19837,Steve Jobs
http://www.wikidata.org/entity/Q202883,veterinarian,"professional who treats disease, disorder, and injury in non-human animals",1400,http://www.wikidata.org/entity/Q559,Claude Bourgelat
http://www.wikidata.org/entity/Q10732476,art collector,person who collects art,1391,http://www.wikidata.org/entity/Q7731,Alexis of Russia
http://www.wikidata.org/entity/Q24037210,rhythmic gymnast,sportsperson who takes part in rhythmic gymnastics competitions,1383,http://www.wikidata.org/entity/Q839,Georgina Cassar
http://www.wikidata.org/entity/Q186360,nurse,type of health care provider,1381,http://www.wikidata.org/entity/Q35064,Agatha Christie
http://www.wikidata.org/entity/Q3499072,chef,person that directs preparation of meals,1380,http://www.wikidata.org/entity/Q8159,Paul Bocuse
http://www.wikidata.org/entity/Q10511368,high school teacher,teacher in a secondary education institution,1376,http://www.wikidata.org/entity/Q5829,Jean-Luc Mélenchon
http://www.wikidata.org/entity/Q11296761,kickboxer,sportsperson taking part in kickboxing competitions,1369,http://www.wikidata.org/entity/Q25013,Serkan Yilmaz
http://www.wikidata.org/entity/Q8246794,blogger,person who writes a blog,1366,http://www.wikidata.org/entity/Q181,Jimmy Wales
http://www.wikidata.org/entity/Q831474,presbyter,profession,1364,http://www.wikidata.org/entity/Q12735,Johann Amos Comenius
http://www.wikidata.org/entity/Q175151,printer,profession,1354,http://www.wikidata.org/entity/Q9711,Honoré de Balzac
http://www.wikidata.org/entity/Q1086863,columnist,"someone who writes for publication in a series, creating an article that usually offers commentary and opinions",1340,http://www.wikidata.org/entity/Q605,Ezra Klein
http://www.wikidata.org/entity/Q1476215,human rights activist,"person who, individually or with others, acts to promote or protect some variation of human rights",1311,http://www.wikidata.org/entity/Q557,Patti Smith
http://www.wikidata.org/entity/Q1350157,music critic,profession,1305,http://www.wikidata.org/entity/Q1151,Hector Berlioz
http://www.wikidata.org/entity/Q270389,news presenter,person who presents news during a news program,1294,http://www.wikidata.org/entity/Q18314,William Bonner
http://www.wikidata.org/entity/Q7541856,ceramist,occupation (ceramic),1291,http://www.wikidata.org/entity/Q5593,Pablo Picasso
http://www.wikidata.org/entity/Q13382533,taekwondo athlete,sportsperson taking part in taekwondo competitions,1285,http://www.wikidata.org/entity/Q2673,Chuck Norris
http://www.wikidata.org/entity/Q3476281,volapükologist,person whose scientific interest is Volapk or who learns the language for as a hobby,1267,http://www.wikidata.org/entity/Q23753,Reinhard Haupenthal
http://www.wikidata.org/entity/Q4594605,magistrate,"officer of the state, usually judge",1261,http://www.wikidata.org/entity/Q11138,Samuel Alito
http://www.wikidata.org/entity/Q17516936,curler,sportsperson that plays curling,1243,http://www.wikidata.org/entity/Q66994,Andrea Schöpp
http://www.wikidata.org/entity/Q38142,samurai,military nobility of pre-industrial Japan,1243,http://www.wikidata.org/entity/Q32613,Minamoto no Yoshiie
http://www.wikidata.org/entity/Q3409375,Anglican priest,minister of the Anglican church,1235,http://www.wikidata.org/entity/Q13526,Thomas Robert Malthus
http://www.wikidata.org/entity/Q1643514,music arranger,musician who creates arrangements,1225,http://www.wikidata.org/entity/Q10681,Alan Stivell
http://www.wikidata.org/entity/Q3332711,medievalist,"historian, scientist or expert in medieval studies",1219,http://www.wikidata.org/entity/Q9204,C. S. Lewis
http://www.wikidata.org/entity/Q121998,ambassador,diplomatic envoy,1213,http://www.wikidata.org/entity/Q16341,Spock
http://www.wikidata.org/entity/Q3658608,caricaturist,artist who draws comical portraits,1187,http://www.wikidata.org/entity/Q4247,Rodolphe Töpffer
http://www.wikidata.org/entity/Q16868721,carcinologist,scientist who studies crustaceans,1172,http://www.wikidata.org/entity/Q5345,Boris Sket
http://www.wikidata.org/entity/Q13381753,middle-distance runner,sportsperson taking part in running competitions over distances of at least 800 metres up to 3000 metres,1161,http://www.wikidata.org/entity/Q1634,Adriaan Paulen
http://www.wikidata.org/entity/Q1781198,agronomist,scientist who specialises in agronomy,1157,http://www.wikidata.org/entity/Q16571,Justus von Liebig
http://www.wikidata.org/entity/Q2732142,statistician,person who works with theoretical or applied statistics,1150,http://www.wikidata.org/entity/Q13526,Thomas Robert Malthus
http://www.wikidata.org/entity/Q943995,impresario,"person who organizes and often finances concerts, plays, or operas, performing a role similar to that of an artist manager or a film or television producer",1150,http://www.wikidata.org/entity/Q39734,Osamu Kaneda
http://www.wikidata.org/entity/Q806349,bandleader,leader of a band of musicians,1146,http://www.wikidata.org/entity/Q1768,Ella Fitzgerald
http://www.wikidata.org/entity/Q14972848,lexicographer,"writer, editor, or compiler of dictionaries",1143,http://www.wikidata.org/entity/Q6701,Jacob Grimm
http://www.wikidata.org/entity/Q13382355,archer,sportsperson taking part in archery competitions,1142,http://www.wikidata.org/entity/Q57723,Tuilaepa Aiono Sailele Malielegaoi
http://www.wikidata.org/entity/Q27349,dentist,healthcare occupation,1135,http://www.wikidata.org/entity/Q20638,Henriette Hirschfeld-Tiburtius
